sample	r1	r2
ERR12670110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/010/ERR12670110/ERR12670110_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/010/ERR12670110/ERR12670110_2.fastq.gz
ERR12670111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670111/ERR12670111_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670111/ERR12670111_2.fastq.gz
ERR12670112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670112/ERR12670112_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670112/ERR12670112_2.fastq.gz
ERR12670114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670114/ERR12670114_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670114/ERR12670114_2.fastq.gz
ERR12670116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670116/ERR12670116_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670116/ERR12670116_2.fastq.gz
ERR12670119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670119/ERR12670119_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670119/ERR12670119_2.fastq.gz
ERR12670121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670121/ERR12670121_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670121/ERR12670121_2.fastq.gz
ERR12670123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670123/ERR12670123_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670123/ERR12670123_2.fastq.gz
ERR12670127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/027/ERR12670127/ERR12670127_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/027/ERR12670127/ERR12670127_2.fastq.gz
ERR12670149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670149/ERR12670149_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670149/ERR12670149_2.fastq.gz
ERR12670150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670150/ERR12670150_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670150/ERR12670150_2.fastq.gz
ERR12670155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670155/ERR12670155_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670155/ERR12670155_2.fastq.gz
ERR12670158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670158/ERR12670158_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670158/ERR12670158_2.fastq.gz
ERR12670160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670160/ERR12670160_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670160/ERR12670160_2.fastq.gz
ERR12670161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670161/ERR12670161_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670161/ERR12670161_2.fastq.gz
ERR12670162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670162/ERR12670162_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670162/ERR12670162_2.fastq.gz
ERR12670169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670169/ERR12670169_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670169/ERR12670169_2.fastq.gz
ERR12670170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670170/ERR12670170_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670170/ERR12670170_2.fastq.gz
ERR12670177	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670177/ERR12670177_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670177/ERR12670177_2.fastq.gz
ERR12670179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670179/ERR12670179_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670179/ERR12670179_2.fastq.gz
ERR12670180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670180/ERR12670180_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670180/ERR12670180_2.fastq.gz
ERR12670183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670183/ERR12670183_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670183/ERR12670183_2.fastq.gz
ERR12670191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670191/ERR12670191_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670191/ERR12670191_2.fastq.gz
ERR12670199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670199/ERR12670199_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670199/ERR12670199_2.fastq.gz
ERR12670201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670201/ERR12670201_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670201/ERR12670201_2.fastq.gz
ERR12670204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670204/ERR12670204_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670204/ERR12670204_2.fastq.gz
ERR12670208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR12670208/ERR12670208_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/008/ERR12670208/ERR12670208_2.fastq.gz
ERR12670211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670211/ERR12670211_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670211/ERR12670211_2.fastq.gz
ERR12670212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670212/ERR12670212_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670212/ERR12670212_2.fastq.gz
ERR12670213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670213/ERR12670213_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670213/ERR12670213_2.fastq.gz
ERR12670214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670214/ERR12670214_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670214/ERR12670214_2.fastq.gz
ERR12670217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670217/ERR12670217_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670217/ERR12670217_2.fastq.gz
ERR12670233	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670233/ERR12670233_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670233/ERR12670233_2.fastq.gz
ERR12670234	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670234/ERR12670234_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670234/ERR12670234_2.fastq.gz
ERR12670236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670236/ERR12670236_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670236/ERR12670236_2.fastq.gz
ERR12670238	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670238/ERR12670238_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670238/ERR12670238_2.fastq.gz
ERR12670239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670239/ERR12670239_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670239/ERR12670239_2.fastq.gz
ERR12670240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670240/ERR12670240_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670240/ERR12670240_2.fastq.gz
ERR12670248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670248/ERR12670248_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670248/ERR12670248_2.fastq.gz
ERR12670249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670249/ERR12670249_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670249/ERR12670249_2.fastq.gz
ERR12670253	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/053/ERR12670253/ERR12670253_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/053/ERR12670253/ERR12670253_2.fastq.gz
ERR12670254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670254/ERR12670254_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670254/ERR12670254_2.fastq.gz
ERR12670255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670255/ERR12670255_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670255/ERR12670255_2.fastq.gz
ERR12670256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12670256/ERR12670256_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12670256/ERR12670256_2.fastq.gz
ERR12670259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670259/ERR12670259_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670259/ERR12670259_2.fastq.gz
ERR12670260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670260/ERR12670260_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670260/ERR12670260_2.fastq.gz
ERR12670263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670263/ERR12670263_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670263/ERR12670263_2.fastq.gz
ERR12670264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670264/ERR12670264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670264/ERR12670264_2.fastq.gz
ERR12670268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670268/ERR12670268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670268/ERR12670268_2.fastq.gz
ERR12670272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670272/ERR12670272_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670272/ERR12670272_2.fastq.gz
ERR12670276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670276/ERR12670276_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670276/ERR12670276_2.fastq.gz
ERR12670279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670279/ERR12670279_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670279/ERR12670279_2.fastq.gz
ERR12670280	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670280/ERR12670280_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670280/ERR12670280_2.fastq.gz
ERR12670291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670291/ERR12670291_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670291/ERR12670291_2.fastq.gz
ERR12670296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670296/ERR12670296_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670296/ERR12670296_2.fastq.gz
ERR12670298	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670298/ERR12670298_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670298/ERR12670298_2.fastq.gz
ERR12670300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670300/ERR12670300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670300/ERR12670300_2.fastq.gz
ERR12670301	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670301/ERR12670301_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670301/ERR12670301_2.fastq.gz
ERR12670305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670305/ERR12670305_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670305/ERR12670305_2.fastq.gz
ERR12670307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR12670307/ERR12670307_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR12670307/ERR12670307_2.fastq.gz
ERR12670309	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670309/ERR12670309_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670309/ERR12670309_2.fastq.gz
ERR12670310	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/010/ERR12670310/ERR12670310_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/010/ERR12670310/ERR12670310_2.fastq.gz
ERR12670315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670315/ERR12670315_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670315/ERR12670315_2.fastq.gz
ERR12670319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670319/ERR12670319_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670319/ERR12670319_2.fastq.gz
ERR12670320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670320/ERR12670320_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670320/ERR12670320_2.fastq.gz
ERR12670323	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670323/ERR12670323_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670323/ERR12670323_2.fastq.gz
ERR12670333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670333/ERR12670333_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670333/ERR12670333_2.fastq.gz
ERR12670336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670336/ERR12670336_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670336/ERR12670336_2.fastq.gz
ERR12670338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670338/ERR12670338_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670338/ERR12670338_2.fastq.gz
ERR12670339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670339/ERR12670339_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670339/ERR12670339_2.fastq.gz
ERR12670343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670343/ERR12670343_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670343/ERR12670343_2.fastq.gz
ERR12670345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12670345/ERR12670345_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12670345/ERR12670345_2.fastq.gz
ERR12670347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12670347/ERR12670347_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12670347/ERR12670347_2.fastq.gz
ERR12670348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670348/ERR12670348_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670348/ERR12670348_2.fastq.gz
ERR12670349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670349/ERR12670349_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670349/ERR12670349_2.fastq.gz
ERR12670350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670350/ERR12670350_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670350/ERR12670350_2.fastq.gz
ERR12670354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670354/ERR12670354_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670354/ERR12670354_2.fastq.gz
ERR12670355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670355/ERR12670355_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12670355/ERR12670355_2.fastq.gz
ERR12670357	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670357/ERR12670357_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670357/ERR12670357_2.fastq.gz
ERR12670358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670358/ERR12670358_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670358/ERR12670358_2.fastq.gz
ERR12670359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670359/ERR12670359_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670359/ERR12670359_2.fastq.gz
ERR12670360	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670360/ERR12670360_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12670360/ERR12670360_2.fastq.gz
ERR12670368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670368/ERR12670368_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670368/ERR12670368_2.fastq.gz
ERR12670373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670373/ERR12670373_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670373/ERR12670373_2.fastq.gz
ERR12670376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670376/ERR12670376_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670376/ERR12670376_2.fastq.gz
ERR12670377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670377/ERR12670377_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670377/ERR12670377_2.fastq.gz
ERR12670379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670379/ERR12670379_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12670379/ERR12670379_2.fastq.gz
ERR12670380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670380/ERR12670380_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12670380/ERR12670380_2.fastq.gz
ERR12670382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12670382/ERR12670382_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12670382/ERR12670382_2.fastq.gz
ERR12670388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12670388/ERR12670388_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12670388/ERR12670388_2.fastq.gz
ERR12670391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670391/ERR12670391_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/091/ERR12670391/ERR12670391_2.fastq.gz
ERR12670396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670396/ERR12670396_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670396/ERR12670396_2.fastq.gz
ERR12670397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/097/ERR12670397/ERR12670397_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/097/ERR12670397/ERR12670397_2.fastq.gz
ERR12670399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670399/ERR12670399_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670399/ERR12670399_2.fastq.gz
ERR12670402	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670402/ERR12670402_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670402/ERR12670402_2.fastq.gz
ERR12670404	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670404/ERR12670404_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670404/ERR12670404_2.fastq.gz
ERR12670414	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670414/ERR12670414_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670414/ERR12670414_2.fastq.gz
ERR12670415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670415/ERR12670415_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670415/ERR12670415_2.fastq.gz
ERR12670416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670416/ERR12670416_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670416/ERR12670416_2.fastq.gz
ERR12670419	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670419/ERR12670419_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/019/ERR12670419/ERR12670419_2.fastq.gz
ERR12670423	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670423/ERR12670423_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12670423/ERR12670423_2.fastq.gz
ERR12670426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670426/ERR12670426_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670426/ERR12670426_2.fastq.gz
