sample	r1	r2
ERR12670332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670332/ERR12670332_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670332/ERR12670332_2.fastq.gz
ERR12670334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670334/ERR12670334_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670334/ERR12670334_2.fastq.gz
ERR12670341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670341/ERR12670341_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670341/ERR12670341_2.fastq.gz
ERR12670346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670346/ERR12670346_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670346/ERR12670346_2.fastq.gz
ERR12670351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670351/ERR12670351_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670351/ERR12670351_2.fastq.gz
ERR12670352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670352/ERR12670352_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670352/ERR12670352_2.fastq.gz
ERR12670361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670361/ERR12670361_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670361/ERR12670361_2.fastq.gz
ERR12670362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670362/ERR12670362_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670362/ERR12670362_2.fastq.gz
ERR12670364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670364/ERR12670364_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670364/ERR12670364_2.fastq.gz
ERR12670369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670369/ERR12670369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670369/ERR12670369_2.fastq.gz
ERR12670370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670370/ERR12670370_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670370/ERR12670370_2.fastq.gz
ERR12670371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670371/ERR12670371_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670371/ERR12670371_2.fastq.gz
ERR12670372	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670372/ERR12670372_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670372/ERR12670372_2.fastq.gz
ERR12670374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670374/ERR12670374_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670374/ERR12670374_2.fastq.gz
ERR12670375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670375/ERR12670375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670375/ERR12670375_2.fastq.gz
ERR12670378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670378/ERR12670378_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670378/ERR12670378_2.fastq.gz
ERR12670385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670385/ERR12670385_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670385/ERR12670385_2.fastq.gz
ERR12670386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670386/ERR12670386_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670386/ERR12670386_2.fastq.gz
ERR12670389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670389/ERR12670389_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670389/ERR12670389_2.fastq.gz
ERR12670390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670390/ERR12670390_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670390/ERR12670390_2.fastq.gz
ERR12670398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670398/ERR12670398_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670398/ERR12670398_2.fastq.gz
ERR12670400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670400/ERR12670400_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670400/ERR12670400_2.fastq.gz
ERR12670401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670401/ERR12670401_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670401/ERR12670401_2.fastq.gz
ERR12670403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670403/ERR12670403_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670403/ERR12670403_2.fastq.gz
ERR12670405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670405/ERR12670405_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670405/ERR12670405_2.fastq.gz
ERR12670406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670406/ERR12670406_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670406/ERR12670406_2.fastq.gz
ERR12670409	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670409/ERR12670409_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670409/ERR12670409_2.fastq.gz
ERR12670411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670411/ERR12670411_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670411/ERR12670411_2.fastq.gz
ERR12670412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670412/ERR12670412_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670412/ERR12670412_2.fastq.gz
ERR12670417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670417/ERR12670417_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670417/ERR12670417_2.fastq.gz
ERR12670418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670418/ERR12670418_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670418/ERR12670418_2.fastq.gz
ERR12670420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670420/ERR12670420_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670420/ERR12670420_2.fastq.gz
ERR12670422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/022/ERR12670422/ERR12670422_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/022/ERR12670422/ERR12670422_2.fastq.gz
ERR12670424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/024/ERR12670424/ERR12670424_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/024/ERR12670424/ERR12670424_2.fastq.gz
ERR12670425	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670425/ERR12670425_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670425/ERR12670425_2.fastq.gz
ERR12670433	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670433/ERR12670433_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670433/ERR12670433_2.fastq.gz
ERR12670435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670435/ERR12670435_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670435/ERR12670435_2.fastq.gz
ERR12670436	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670436/ERR12670436_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670436/ERR12670436_2.fastq.gz
ERR12670439	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670439/ERR12670439_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670439/ERR12670439_2.fastq.gz
ERR12670440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670440/ERR12670440_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670440/ERR12670440_2.fastq.gz
ERR12670441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670441/ERR12670441_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670441/ERR12670441_2.fastq.gz
ERR12670442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670442/ERR12670442_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670442/ERR12670442_2.fastq.gz
ERR12670449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670449/ERR12670449_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670449/ERR12670449_2.fastq.gz
ERR12670451	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670451/ERR12670451_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670451/ERR12670451_2.fastq.gz
ERR12670452	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670452/ERR12670452_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670452/ERR12670452_2.fastq.gz
ERR12670457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670457/ERR12670457_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670457/ERR12670457_2.fastq.gz
ERR12670459	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670459/ERR12670459_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670459/ERR12670459_2.fastq.gz
ERR12670463	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670463/ERR12670463_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670463/ERR12670463_2.fastq.gz
ERR12670465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/065/ERR12670465/ERR12670465_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/065/ERR12670465/ERR12670465_2.fastq.gz
ERR12670468	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670468/ERR12670468_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670468/ERR12670468_2.fastq.gz
ERR12670470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670470/ERR12670470_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670470/ERR12670470_2.fastq.gz
ERR12670471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670471/ERR12670471_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670471/ERR12670471_2.fastq.gz
ERR12670474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670474/ERR12670474_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670474/ERR12670474_2.fastq.gz
ERR12670475	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670475/ERR12670475_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670475/ERR12670475_2.fastq.gz
ERR12670476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670476/ERR12670476_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670476/ERR12670476_2.fastq.gz
ERR12670477	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670477/ERR12670477_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670477/ERR12670477_2.fastq.gz
ERR12670490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670490/ERR12670490_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670490/ERR12670490_2.fastq.gz
ERR12670507	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR12670507/ERR12670507_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/007/ERR12670507/ERR12670507_2.fastq.gz
ERR12670514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670514/ERR12670514_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670514/ERR12670514_2.fastq.gz
ERR12670481	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670481/ERR12670481_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670481/ERR12670481_2.fastq.gz
ERR12670483	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670483/ERR12670483_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670483/ERR12670483_2.fastq.gz
ERR12670486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670486/ERR12670486_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670486/ERR12670486_2.fastq.gz
ERR12670488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12670488/ERR12670488_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12670488/ERR12670488_2.fastq.gz
ERR12670489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670489/ERR12670489_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670489/ERR12670489_2.fastq.gz
ERR12670493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/093/ERR12670493/ERR12670493_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/093/ERR12670493/ERR12670493_2.fastq.gz
ERR12670496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670496/ERR12670496_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670496/ERR12670496_2.fastq.gz
ERR12670503	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670503/ERR12670503_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670503/ERR12670503_2.fastq.gz
ERR12670504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670504/ERR12670504_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/004/ERR12670504/ERR12670504_2.fastq.gz
ERR12670505	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670505/ERR12670505_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670505/ERR12670505_2.fastq.gz
ERR12670512	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670512/ERR12670512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670512/ERR12670512_2.fastq.gz
ERR12670513	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670513/ERR12670513_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670513/ERR12670513_2.fastq.gz
ERR12670515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670515/ERR12670515_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670515/ERR12670515_2.fastq.gz
ERR12670518	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670518/ERR12670518_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670518/ERR12670518_2.fastq.gz
ERR12670109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670109/ERR12670109_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670109/ERR12670109_2.fastq.gz
ERR12670113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670113/ERR12670113_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670113/ERR12670113_2.fastq.gz
ERR12670115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670115/ERR12670115_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670115/ERR12670115_2.fastq.gz
ERR12670117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670117/ERR12670117_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670117/ERR12670117_2.fastq.gz
ERR12670126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670126/ERR12670126_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670126/ERR12670126_2.fastq.gz
ERR12670128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670128/ERR12670128_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670128/ERR12670128_2.fastq.gz
ERR12670129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/029/ERR12670129/ERR12670129_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/029/ERR12670129/ERR12670129_2.fastq.gz
ERR12670131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/031/ERR12670131/ERR12670131_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/031/ERR12670131/ERR12670131_2.fastq.gz
ERR12670132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670132/ERR12670132_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670132/ERR12670132_2.fastq.gz
ERR12670133	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670133/ERR12670133_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670133/ERR12670133_2.fastq.gz
ERR12670137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/037/ERR12670137/ERR12670137_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/037/ERR12670137/ERR12670137_2.fastq.gz
ERR12670138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670138/ERR12670138_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12670138/ERR12670138_2.fastq.gz
ERR12670139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670139/ERR12670139_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670139/ERR12670139_2.fastq.gz
ERR12670140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670140/ERR12670140_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670140/ERR12670140_2.fastq.gz
ERR12670146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670146/ERR12670146_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670146/ERR12670146_2.fastq.gz
ERR12670148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670148/ERR12670148_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12670148/ERR12670148_2.fastq.gz
ERR12670152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670152/ERR12670152_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670152/ERR12670152_2.fastq.gz
ERR12670153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/053/ERR12670153/ERR12670153_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/053/ERR12670153/ERR12670153_2.fastq.gz
ERR12670154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670154/ERR12670154_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12670154/ERR12670154_2.fastq.gz
ERR12670157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670157/ERR12670157_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670157/ERR12670157_2.fastq.gz
ERR12670163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670163/ERR12670163_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/063/ERR12670163/ERR12670163_2.fastq.gz
ERR12670168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670168/ERR12670168_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12670168/ERR12670168_2.fastq.gz
ERR12670171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670171/ERR12670171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670171/ERR12670171_2.fastq.gz
ERR12670172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670172/ERR12670172_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670172/ERR12670172_2.fastq.gz
ERR12670173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670173/ERR12670173_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670173/ERR12670173_2.fastq.gz
ERR12670174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670174/ERR12670174_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670174/ERR12670174_2.fastq.gz
ERR12670175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670175/ERR12670175_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670175/ERR12670175_2.fastq.gz
ERR12670181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670181/ERR12670181_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670181/ERR12670181_2.fastq.gz
ERR12670182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12670182/ERR12670182_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12670182/ERR12670182_2.fastq.gz
ERR12670186	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670186/ERR12670186_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670186/ERR12670186_2.fastq.gz
